Seiral,Volume_name,Mount_name,Device_name,USB_start_time,USB_Finish_time,Init_connect_time,Execute_name,Execute_time
4C532000010114101543&0,E:\,E:\,SanDisk Cruzer Blade USB Device,2018-02-24 15:20:47,2018-02-24 15:22:14,2018/02/25 00:20:39
4C532000010114101543&0,E:\,E:\,SanDisk Cruzer Blade USB Device,2018-02-24 18:35:57,2018-02-24 18:36:22,2018/02/25 00:20:39
4C532000010114101543&0,E:\,E:\,SanDisk Cruzer Blade USB Device,2018-02-24 19:39:38,2018-02-24 19:41:31,2018/02/25 00:20:39
4C532000010114101543&0,E:\,E:\,SanDisk Cruzer Blade USB Device,2018-02-24 19:49:12,2018-02-24 19:49:48,2018/02/25 00:20:39,E:merong\,2018-02-24 19:49:44
4C532000010114101543&0,E:\,E:\,SanDisk Cruzer Blade USB Device,2018-02-24 19:49:12,2018-02-24 19:49:48,2018/02/25 00:20:39,E:NPKI\,2018-02-24 19:49:44
4C532000010114101543&0,E:\,E:\,SanDisk Cruzer Blade USB Device,2018-02-24 19:49:12,2018-02-24 19:49:48,2018/02/25 00:20:39,E:NPKI\yessign\,2018-02-24 19:49:42
4C532000010114101543&0,E:\,E:\,SanDisk Cruzer Blade USB Device,2018-02-24 19:49:12,2018-02-24 19:49:48,2018/02/25 00:20:39,E:NPKI\KISA\,2018-02-24 19:49:42
7&c644de2&0,E:\,E:\,USB Flash Disk USB Device,2018-02-23 08:20:37,2018-02-23 08:20:40,2018/02/23 17:20:16
